trip_purpose,passanger,weather_condition,ambient_temp,time_block,offer_validity,customer_gender,age_group,marital_status,household_children_flag,education_level,employment_type,income_band,vehicle_class,accepted_flag,behavioral_index,segment_flag,activity_score,risk_index,recency_score,id
Work,Alone,Sunny,80.75827476727203,7AM,2h,Male,36,Unmarried partner,1.0414271023909847,Some college - no degree,Unemployed,$87500 - $99999,,1,-2.959981162966476,2,0.3557165306177592,0.495075485390158,0.022125185992472707,8545
Work,Alone,Sunny,78.56036100397006,7AM,2h,Female,26,Single,-0.02326642899654835,Bachelors degree,Education&Training&Library,$50000 - $62499,do not drive,0,0.5614762077749706,2,0.12572449250302006,1.4390501173287626,0.07728178643563888,8546
Home,Alone,Sunny,80.55082975670865,6PM,2h,Male,31,Married partner,0.9902667159085866,Bachelors degree,Business & Financial,$100000 or More,,1,0.33076350979418745,0,0.16309448216719968,1.1305269486217409,0.317883788553046,8547
No Urgent Place,Friend(s),Rainy,80.40023304477657,6PM,1d,Female,36,Unmarried partner,0.005156923844374229,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,,1,0.24507976816894803,2,0.09336009178490538,1.1774705957698175,0.6742064210721325,8548
No Urgent Place,Kid(s),Rainy,54.92416818831074,6PM,2h,Female,50plus,Married partner,0.9939929988239217,Bachelors degree,Sales & Related,$50000 - $62499,,1,-1.797683648544982,0,0.44251866012303676,1.5694414915054962,0.5082050112334018,8549
Home,Alone,Snowy,29.228178401639543,10PM,2h,Female,21,Single,-0.016853364948967962,Bachelors degree,Student,$25000 - $37499,,0,1.569271984784737,1,0.4185099387474543,0.22852051840668172,0.8902192965882103,8550
Home,Alone,Sunny,79.17787181167091,6PM,1d,Female,50plus,Divorced,0.9940043199430434,Graduate degree (Masters or Doctorate),Community & Social Services,$25000 - $37499,,1,-0.5618871709320934,0,0.049535504049117635,1.151176396433187,0.30142287826475533,8551
Home,Alone,Sunny,29.022465353284307,6PM,2h,Male,36,Married partner,-0.007344715688467096,Associates degree,Management,$100000 or More,,1,-1.0964721514828701,0,0.26501157131788594,0.935015384240408,0.7720632943492616,8552
No Urgent Place,Kid(s),Sunny,53.822745153993075,2PM,1d,Male,36,Married partner,1.0109065579117233,Bachelors degree,Business & Financial,$75000 - $87499,,0,-0.48238064603004926,0,0.2993626108031153,0.5280330000381462,0.6512779443424505,8553
No Urgent Place,Alone,Snowy,30.013380920586016,10AM,1d,Female,below21,Single,0.013968113042568656,Bachelors degree,Student,$12500 - $24999,,1,-0.7385417524805329,1,0.05647005594575535,1.0994017623290502,0.7547477588778524,8554
Work,Alone,Snowy,31.758459576154557,7AM,2h,Male,50plus,Unmarried partner,1.0191183595240112,Associates degree,Retired,$37500 - $49999,,0,-0.6098665622874834,2,0.4846533074281648,1.102419945986531,0.7489986605308688,8555
No Urgent Place,Friend(s),Rainy,56.66701881982614,10PM,2h,Female,50plus,Single,1.0408935950243459,Bachelors degree,Office & Administrative Support,$37500 - $49999,,0,-1.4082909248909907,1,0.0867333827693667,0.7041023376848294,0.04292634673026552,8556
No Urgent Place,Alone,Rainy,55.76768775950234,10AM,1d,Female,21,Unmarried partner,-0.052391421353529484,Some college - no degree,Office & Administrative Support,$25000 - $37499,,1,-0.5516934749645244,2,0.6277891965212993,1.519744929611761,0.510079249761231,8557
Home,Alone,Sunny,54.36378576112877,6PM,1d,Male,21,Unmarried partner,0.0003968745679527626,Some college - no degree,Student,$12500 - $24999,,1,0.4719192274739229,1,0.33709691422979576,0.38460985590018754,0.7299077947740522,8558
Work,Alone,Sunny,78.19670110720027,7AM,1d,Male,26,Unmarried partner,0.017122188572496245,Some college - no degree,Food Preparation & Serving Related,$25000 - $37499,,0,1.6066810694153741,1,0.3999027961391414,0.21977054070737626,0.888926003944985,8559
No Urgent Place,Alone,Snowy,30.583973905346845,10AM,1d,Male,21,Widowed,-0.002016796876805366,Bachelors degree,Student,$25000 - $37499,Scooter and motorcycle,1,-1.357202182243851,0,0.3800964614802126,1.2138420101312624,0.6178285991186968,8560
Work,Alone,Sunny,54.943871223194044,7AM,1d,Female,26,Single,0.0045566977241075345,Bachelors degree,Healthcare Practitioners & Technical,$37500 - $49999,,1,1.0512631385456426,1,0.1456729903832222,0.6712501174607557,0.19669681881157253,8561
No Urgent Place,Partner,Sunny,77.64557101414664,10AM,2h,Male,26,Single,-0.013035180301753274,Associates degree,Office & Administrative Support,$37500 - $49999,,0,1.1840357011609737,1,0.601216055722393,0.43429036981197927,0.009632587247053404,8562
Work,Alone,Sunny,55.10335849471149,7AM,2h,Male,50plus,Single,-0.029782431049198498,Bachelors degree,Computer & Mathematical,$75000 - $87499,do not drive,0,-0.28143732792586845,0,0.3769854610160206,0.24673055901463167,0.27624778602411215,8563
No Urgent Place,Kid(s),Rainy,54.1342971300736,10PM,2h,Female,26,Unmarried partner,0.028254914310339316,Some college - no degree,Office & Administrative Support,$50000 - $62499,,1,-0.09025663158134119,1,0.3717041076218575,0.9505958763215115,0.1510086252294861,8564
No Urgent Place,Partner,Sunny,29.89844788470976,10AM,1d,Female,below21,Unmarried partner,0.0016051146618357164,High School Graduate,Student,Less than $12500,Scooter and motorcycle,1,-1.505994533200098,2,0.0555060052037006,0.049364743162388654,0.34882926036159867,8565
Home,Alone,Sunny,78.82984574832916,6PM,2h,Female,26,Single,-0.06561088988615062,Bachelors degree,Unemployed,Less than $12500,,1,0.36280799320750073,0,0.257636248653371,1.320840885818179,0.3590775372793831,8566
No Urgent Place,Kid(s),Sunny,79.8012004488773,2PM,1d,Male,26,Single,1.0439092284757472,Bachelors degree,Computer & Mathematical,$50000 - $62499,,1,1.6038361354644688,0,0.22122058708444228,0.22079268836932936,0.055127694558744,8567
No Urgent Place,Friend(s),Sunny,55.49663324678252,10PM,1d,Male,below21,Single,0.028796324686703664,Some college - no degree,Legal,$50000 - $62499,,1,-0.5497772079688976,3,0.2899069484557368,1.5888877668274497,0.20883595330211124,8568
Home,Partner,Sunny,30.04524593541047,10PM,2h,Female,41,Married partner,1.0327480980764798,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,0,-1.0459531628290384,3,0.4427581276304435,0.7044039931259771,0.7382955905211747,8569
Home,Alone,Sunny,55.66498067834626,6PM,2h,Female,21,Single,0.00891210444391402,High School Graduate,Unemployed,$100000 or More,,0,0.7938461853889955,3,0.09870228122697827,0.4866473864769835,0.4866160783481914,8570
Home,Alone,Sunny,29.590987069182013,6PM,1d,Male,21,Single,-0.03413253955682645,Some college - no degree,Student,$12500 - $24999,,1,-1.520313266281805,1,0.3926720167829585,0.40661526006364157,0.7765024693398377,8571
Work,Alone,Rainy,54.18120076251458,7AM,1d,Male,21,Single,0.007849848308364282,Some High School,Unemployed,Less than $12500,,1,0.4848449848365991,2,0.44647413224568516,0.20725105879087782,0.9134867909396659,8572
No Urgent Place,Friend(s),Sunny,79.92395734604749,10AM,2h,Female,50plus,Married partner,-0.0030703595494452254,High School Graduate,Personal Care & Service,$50000 - $62499,crossover,1,-0.0339752640995149,3,0.10521344531551612,1.282834386509194,0.3992061163825503,8573
Work,Alone,Sunny,31.249461012511027,7AM,1d,Male,26,Single,0.018650364424414013,Graduate degree (Masters or Doctorate),Sales & Related,$75000 - $87499,,0,-0.006124913415703805,1,0.18279615421902418,0.25913549512026113,0.39100971107319427,8574
Work,Alone,Sunny,80.87227449940549,7AM,1d,Male,26,Married partner,0.9896998033895238,Bachelors degree,Computer & Mathematical,$100000 or More,,1,-0.3520533233167987,1,0.4557153586062455,0.37347179325161856,0.8613150237936524,8575
Home,Alone,Sunny,31.324937652563605,6PM,1d,Male,26,Single,-0.0025286838033731756,Bachelors degree,Sales & Related,$75000 - $87499,,0,1.2139823351673737,2,0.09484250778539165,0.29703509173335546,0.000703996271770313,8576
No Urgent Place,Friend(s),Snowy,30.83885397658923,10AM,1d,Male,41,Married partner,1.002009827658867,Associates degree,Farming Fishing & Forestry,$25000 - $37499,,1,-1.1788134148687506,0,0.2927334225247027,0.3853605986279826,0.9100060107255954,8577
No Urgent Place,Friend(s),Sunny,79.02811966742931,2PM,2h,Female,50plus,Married partner,1.0115097153039017,Some college - no degree,Education&Training&Library,$50000 - $62499,,1,-0.33090595870038003,3,0.15681081100999297,0.8628063707979922,0.39311561689686425,8578
Work,Alone,Snowy,30.811776543254854,7AM,1d,Male,26,Married partner,1.0148225788174376,Bachelors degree,Business & Financial,$12500 - $24999,,1,-1.4858617020650122,1,0.2882806382709711,2.5196795311223474,0.024603548817238363,8579
No Urgent Place,Kid(s),Snowy,30.256212915514404,6PM,1d,Male,36,Unmarried partner,1.0242707086760268,Some High School,Unemployed,$25000 - $37499,,0,0.8594275937185015,0,0.07866169815799043,0.6609759788078841,0.0443909166660158,8580
Home,Alone,Sunny,78.83175310167442,6PM,2h,Female,26,Single,-0.0026429203938469334,Bachelors degree,Sales & Related,$25000 - $37499,,1,-1.9140053142424733,3,0.013833083111794505,1.1217496588099096,0.3456570709267083,8581
Work,Alone,Snowy,28.07152947224158,7AM,2h,Male,36,Married partner,1.0152687106077078,Bachelors degree,Computer & Mathematical,$100000 or More,,0,1.8051621198083374,3,0.19382881456784753,0.7560811742896733,0.7769427090334022,8582
Home,Alone,Rainy,55.377334052224505,10PM,1d,Female,26,Married partner,0.9891884928254119,Some college - no degree,Unemployed,$25000 - $37499,,0,2.254886807712321,0,0.2390682910629291,0.533826625301837,0.010068286814931326,8583
No Urgent Place,Alone,Sunny,55.81627028134025,6PM,2h,Male,46,Married partner,0.9951618124122863,Graduate degree (Masters or Doctorate),Management,$62500 - $74999,,1,-0.33027569064456275,0,0.18349011245912505,4.096890393029963,0.989984787102036,8584
Work,Alone,Sunny,54.94835668526425,2PM,1d,Male,26,Married partner,0.9740938992834419,Bachelors degree,Management,$50000 - $62499,,1,-1.0774026447033933,0,0.35147956309410333,0.7158868971353572,0.6318964699165651,8585
Work,Alone,Snowy,82.45869814082728,7AM,2h,Female,41,Married partner,1.021079309834065,Associates degree,Sales & Related,$25000 - $37499,,0,-0.9956223106397073,2,0.15306828447862164,1.0031527113627767,0.5087393835613188,8586
No Urgent Place,Alone,Rainy,54.86078064561696,10AM,1d,Male,46,Married partner,1.0198726818472543,Bachelors degree,Community & Social Services,$100000 or More,,0,-0.3982793925190404,2,0.2829572549075368,0.4038242355135207,0.6523344771969672,8587
No Urgent Place,Kid(s),Sunny,53.30340145711504,10AM,2h,Female,26,Married partner,0.9984664041181047,Some college - no degree,Management,$25000 - $37499,,0,0.2520333930835658,2,0.15771468885500298,1.211379331191041,0.47033945880373407,8588
Work,Alone,Sunny,80.81997612638828,7AM,1d,Male,21,Unmarried partner,-0.014023354058626456,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,,1,0.7676461416728082,2,0.3682600279999248,0.39171848535038,0.9480475138377039,8589
No Urgent Place,Friend(s),Snowy,30.306428566409913,10AM,1d,Female,31,Single,-0.03405531823398878,Bachelors degree,Unemployed,$100000 or More,do not drive,0,0.6237743633626865,2,0.1948078208613079,1.4948470172106771,0.14280383895772908,8590
Home,Alone,Rainy,54.8076907273414,10PM,2h,Male,31,Single,0.044025600266926604,Some college - no degree,Transportation & Material Moving,$37500 - $49999,,1,0.12192154106786789,2,0.5892338626853479,0.11545337658838774,0.9417473951175471,8591
No Urgent Place,Friend(s),Sunny,79.51445151212079,2PM,2h,Male,below21,Single,0.00719351085486678,Some college - no degree,Student,$87500 - $99999,,1,0.5387508904535403,0,0.647249706471592,0.6503084106334936,0.467955859408813,8592
No Urgent Place,Friend(s),Snowy,78.77576912712772,6PM,1d,Female,41,Married partner,1.017801976747118,Bachelors degree,Personal Care & Service,$100000 or More,Car that is too old to install Onstar :D,1,-1.9328619702731633,1,0.33847935576164556,0.527385226083086,0.42917890698041516,8593
No Urgent Place,Alone,Sunny,79.75052046047931,6PM,1d,Female,26,Single,-0.046469738052416124,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,,1,-0.18476905711769978,2,0.6241833965812281,2.1334427310167867,0.13128559594994316,8594
No Urgent Place,Kid(s),Sunny,53.13578620781791,6PM,1d,Male,31,Married partner,0.9969889008668888,Graduate degree (Masters or Doctorate),Healthcare Practitioners & Technical,$50000 - $62499,,1,0.28638888406078045,1,0.24492603316002162,0.5335279281197546,0.6724411876686173,8595
No Urgent Place,Kid(s),Sunny,54.674568437437244,6PM,2h,Male,36,Single,-0.013861242245344157,Bachelors degree,Business & Financial,$62500 - $74999,do not drive,1,-1.622950058234906,0,0.7521928838440742,1.319518091585977,0.29452625314269876,8596
No Urgent Place,Partner,Snowy,28.648814687297666,2PM,2h,Male,21,Unmarried partner,-0.04497830499872704,High School Graduate,Sales & Related,$37500 - $49999,,1,0.08926355246329765,2,0.1762759096152715,1.3744482985039985,0.46522723858486936,8597
No Urgent Place,Alone,Rainy,55.46599534796911,10AM,1d,Female,26,Married partner,0.016152385377678522,Associates degree,Architecture & Engineering,$12500 - $24999,,1,-0.444344342565561,3,0.27371580688385877,0.6622693047456875,0.5065054006992308,8598
Work,Alone,Rainy,53.448631026133185,7AM,1d,Female,36,Single,0.03128122474735685,Bachelors degree,Unemployed,$25000 - $37499,,0,0.5349097529385911,3,0.48389767703052383,0.7218715642068979,0.6412150726066419,8599
No Urgent Place,Kid(s),Sunny,55.051750918177376,6PM,1d,Female,50plus,Married partner,1.0089737684331355,Some college - no degree,Office & Administrative Support,$12500 - $24999,,1,-0.41599901590511884,2,0.6617913313646074,0.3268296605833767,0.6414380190603486,8600
Work,Alone,Sunny,78.18373790347951,7AM,2h,Female,26,Married partner,1.008010265830639,Bachelors degree,Protective Service,$100000 or More,,1,-1.7734267299742812,2,0.2137341391292799,2.1710194521695385,0.09628539966873684,8601
No Urgent Place,Kid(s),Sunny,78.68572395335482,2PM,1d,Female,21,Married partner,0.9855308274147502,Some college - no degree,Student,$25000 - $37499,,1,-0.2657979694689236,0,0.19875911356988593,0.6538598612699037,0.5528170632426561,8602
Work,Alone,Sunny,53.328428249534305,7AM,2h,Female,36,Married partner,0.9845695314130252,Bachelors degree,Education&Training&Library,$50000 - $62499,,0,-0.9172299423789094,3,0.1961709031789387,0.22192749027311595,0.8349708745246672,8603
No Urgent Place,Friend(s),Snowy,29.543993511629633,10AM,1d,Female,41,Unmarried partner,1.0043614453071257,Some High School,Unemployed,Less than $12500,,0,0.8603662440832862,0,0.4661301234160889,0.24188016575646895,0.1576278537020238,8604
No Urgent Place,Friend(s),Sunny,55.84542633006957,10PM,2h,Female,31,Single,0.002268715724439306,Graduate degree (Masters or Doctorate),Legal,$75000 - $87499,,0,0.3382959823866568,0,0.4407560206514933,0.782509479704401,0.09968672598567052,8605
No Urgent Place,Friend(s),Sunny,30.12882572505912,10PM,1d,Female,21,Single,0.0034663233479889583,Associates degree,Life Physical Social Science,$25000 - $37499,,1,-0.7155597395744593,3,0.12188385191783374,0.35582558953353133,0.8890975067907427,8606
No Urgent Place,Alone,Sunny,80.43891921899845,6PM,1d,Female,50plus,Single,0.017939245506112478,Some High School,Sales & Related,$25000 - $37499,,0,-0.4877248946482601,1,0.271671715593001,2.7599152912748264,0.10118815853784324,8607
No Urgent Place,Friend(s),Sunny,30.82335206446337,10PM,2h,Male,50plus,Married partner,-0.0032172913959942233,Graduate degree (Masters or Doctorate),Construction & Extraction,$50000 - $62499,,0,-0.23046397534265844,0,0.49812424340535255,0.18175566045412916,0.5938752025691317,8608
Work,Alone,Sunny,78.9921853764126,7AM,1d,Male,26,Married partner,0.013420759790252949,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,,1,-0.28275840234899,3,0.07301911612587933,1.014475724777336,0.8395407446219794,8609
No Urgent Place,Kid(s),Sunny,78.65598085530466,10AM,1d,Female,50plus,Married partner,1.035149975495773,High School Graduate,Computer & Mathematical,$75000 - $87499,,0,-0.9934397480903627,0,0.42408701590695275,1.0724401235919598,0.15826255882591855,8610
Home,Alone,Sunny,78.97862669028964,6PM,1d,Female,46,Married partner,0.951115901012128,High School Graduate,Personal Care & Service,$37500 - $49999,,0,0.27423670113702897,3,0.08596544171966901,0.5079442707956462,0.8320910556606524,8611
Work,Alone,Sunny,55.00234143676066,7AM,1d,Female,31,Single,-0.008477394725784668,Bachelors degree,Life Physical Social Science,$50000 - $62499,,0,-1.590697933774544,2,0.14900802297912352,1.927992744687561,0.24424378064915442,8612
Work,Alone,Sunny,55.30998952229137,10AM,1d,Male,21,Single,0.006158819056511604,Bachelors degree,Sales & Related,$12500 - $24999,,1,0.8328902244086384,3,0.1394743589750287,0.803467102591353,0.2940323949222923,8613
No Urgent Place,Kid(s),Rainy,54.50751733655107,10PM,1d,Male,36,Unmarried partner,1.050750418341417,Associates degree,Unemployed,$25000 - $37499,,0,-0.7005222825936951,3,0.26272796279841193,1.1026227551206842,0.021795459685628127,8614
No Urgent Place,Partner,Sunny,80.77257744197155,6PM,2h,Male,41,Single,1.0026389840736911,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1,-0.12015540420673639,2,0.5253520155872601,0.4926285434802213,0.4032415277307805,8615
Work,Alone,Sunny,78.3813458196514,7AM,1d,Male,26,Unmarried partner,1.002358447854956,Some college - no degree,Healthcare Support,$12500 - $24999,,1,0.872789602161437,1,0.25458062863631353,1.339280451336135,0.5239826485083032,8616
